[PC Hunter Standard][DNF.exe-->Ring3 Hook]: 1051
挂钩对象		挂钩位置		钩子类型		挂钩处当前值		挂钩处原始值
[*]TenSLX.dll->KERNEL32.dll:VirtualAlloc		0x000000007718FF00->0x00000000099BFF00		Iat		00 FF 9B 09		00 FF 18 77
TenSLX.dll->KERNEL32.dll:ReadFile		0x0000000077193F30->0x00000000099C3F30		Iat		30 3F 9C 09		30 3F 19 77
[*]TenSLX.dll->KERNEL32.dll:GetFileSize		0x0000000077193DD0->0x00000000099C3DD0		Iat		D0 3D 9C 09		D0 3D 19 77
TenSLX.dll->KERNEL32.dll:CreateFileA		0x0000000077193BA0->0x00000000099C3BA0		Iat		A0 3B 9C 09		A0 3B 19 77
[*]TenSLX.dll->KERNEL32.dll:LocalFree		0x0000000077190960->0x00000000099C0960		Iat		60 09 9C 09		60 09 19 77
TenSLX.dll->KERNEL32.dll:lstrcmpA		0x00000000771905E0->0x00000000099C05E0		Iat		E0 05 9C 09		E0 05 19 77
[*]TenSLX.dll->KERNEL32.dll:FileTimeToSystemTime		0x0000000077194090->0x00000000099C4090		Iat		90 40 9C 09		90 40 19 77
TenSLX.dll->KERNEL32.dll:FileTimeToLocalFileTime		0x0000000077193C00->0x00000000099C3C00		Iat		00 3C 9C 09		00 3C 19 77
[*]TenSLX.dll->KERNEL32.dll:GetCurrentProcess		0x00000000771938F0->0x00000000099C38F0		Iat		F0 38 9C 09		F0 38 19 77
TenSLX.dll->KERNEL32.dll:GetVersionExA		0x0000000077192410->0x00000000099C2410		Iat		10 24 9C 09		10 24 19 77
[*]TenSLX.dll->KERNEL32.dll:GetStringTypeW		0x0000000077191750->0x00000000099C1750		Iat		50 17 9C 09		50 17 19 77
TenSLX.dll->KERNEL32.dll:GetLongPathNameA		0x00000000771C2300->0x00000000099F2300		Iat		00 23 9F 09		00 23 1C 77
[*]TenSLX.dll->KERNEL32.dll:ReadProcessMemory		0x00000000771A5440->0x00000000099D5440		Iat		40 54 9D 09		40 54 1A 77
TenSLX.dll->KERNEL32.dll:OpenProcess		0x0000000077191370->0x00000000099C1370		Iat		70 13 9C 09		70 13 19 77
[*]TenSLX.dll->KERNEL32.dll:GetCurrentProcessId		0x0000000077193900->0x00000000099C3900		Iat		00 39 9C 09		00 39 19 77
TenSLX.dll->KERNEL32.dll:UnmapViewOfFile		0x00000000771919F0->0x00000000099C19F0		Iat		F0 19 9C 09		F0 19 19 77
[*]TenSLX.dll->KERNEL32.dll:GetThreadTimes		0x000000007718A0D0->0x00000000099BA0D0		Iat		D0 A0 9B 09		D0 A0 18 77
TenSLX.dll->KERNEL32.dll:OpenThread		0x0000000077190B00->0x00000000099C0B00		Iat		00 0B 9C 09		00 0B 19 77
[*]TenSLX.dll->KERNEL32.dll:VirtualQueryEx		0x00000000771A6010->0x000000000F7E7511[f:\game\dnf\地下城与勇士\DNFBase.dll]		Iat		11 75 7E 0F		10 60 1A 77
TenSLX.dll->KERNEL32.dll:Thread32Next		0x00000000771CAF80->0x00000000099FAF80		Iat		80 AF 9F 09		80 AF 1C 77
[*]TenSLX.dll->KERNEL32.dll:Thread32First		0x00000000771CAED0->0x00000000099FAED0		Iat		D0 AE 9F 09		D0 AE 1C 77
TenSLX.dll->KERNEL32.dll:FreeLibrary		0x0000000077191930->0x00000000099C1930		Iat		30 19 9C 09		30 19 19 77
[*]TenSLX.dll->KERNEL32.dll:GetModuleHandleExA		0x0000000077188F20->0x00000000099B8F20		Iat		20 8F 9B 09		20 8F 18 77
TenSLX.dll->KERNEL32.dll:LoadLibraryA		0x0000000077192280->0x00000000099C2280		Iat		80 22 9C 09		80 22 19 77
[*]TenSLX.dll->KERNEL32.dll:VirtualProtect		0x0000000077190C10->0x00000000099C0C10		Iat		10 0C 9C 09		10 0C 19 77
TenSLX.dll->KERNEL32.dll:GetEnvironmentVariableA		0x0000000077188F00->0x00000000099B8F00		Iat		00 8F 9B 09		00 8F 18 77
[*]TenSLX.dll->KERNEL32.dll:GetWindowsDirectoryA		0x0000000077192900->0x00000000099C2900		Iat		00 29 9C 09		00 29 19 77
TenSLX.dll->KERNEL32.dll:GetSystemDirectoryA		0x0000000077188760->0x00000000099B8760		Iat		60 87 9B 09		60 87 18 77
[*]TenSLX.dll->KERNEL32.dll:GetCurrentDirectoryA		0x00000000771A43D0->0x00000000099D43D0		Iat		D0 43 9D 09		D0 43 1A 77
TenSLX.dll->KERNEL32.dll:GetFileAttributesA		0x0000000077193D80->0x00000000099C3D80		Iat		80 3D 9C 09		80 3D 19 77
[*]TenSLX.dll->KERNEL32.dll:IsBadReadPtr		0x0000000077181540->0x00000000099B1540		Iat		40 15 9B 09		40 15 18 77
TenSLX.dll->KERNEL32.dll:MapViewOfFile		0x00000000771915A0->0x00000000099C15A0		Iat		A0 15 9C 09		A0 15 19 77
[*]TenSLX.dll->KERNEL32.dll:CreateFileMappingA		0x0000000077185EC0->0x00000000099B5EC0		Iat		C0 5E 9B 09		C0 5E 18 77
TenSLX.dll->KERNEL32.dll:OpenFileMappingA		0x00000000771889F0->0x00000000099B89F0		Iat		F0 89 9B 09		F0 89 18 77
[*]TenSLX.dll->KERNEL32.dll:lstrcpynA		0x0000000077189D50->0x00000000099B9D50		Iat		50 9D 9B 09		50 9D 18 77
TenSLX.dll->KERNEL32.dll:lstrcmpiA		0x000000007718FEC0->0x00000000099BFEC0		Iat		C0 FE 9B 09		C0 FE 18 77
[*]TenSLX.dll->KERNEL32.dll:GetSystemInfo		0x0000000077192560->0x00000000099C2560		Iat		60 25 9C 09		60 25 19 77
TenSLX.dll->KERNEL32.dll:WaitForSingleObject		0x0000000077193B40->0x00000000099C3B40		Iat		40 3B 9C 09		40 3B 19 77
[*]TenSLX.dll->KERNEL32.dll:SetEvent		0x0000000077193AF0->0x00000000099C3AF0		Iat		F0 3A 9C 09		F0 3A 19 77
TenSLX.dll->KERNEL32.dll:ResetEvent		0x0000000077193AE0->0x00000000099C3AE0		Iat		E0 3A 9C 09		E0 3A 19 77
[*]TenSLX.dll->KERNEL32.dll:CreateEventA		0x00000000771939A0->0x00000000099C39A0		Iat		A0 39 9C 09		A0 39 19 77
TenSLX.dll->KERNEL32.dll:InterlockedIncrement		0x000000007718F300->0x00000000099BF300		Iat		00 F3 9B 09		00 F3 18 77
[*]TenSLX.dll->KERNEL32.dll:QueryDosDeviceA		0x00000000771CB0A0->0x00000000099FB0A0		Iat		A0 B0 9F 09		A0 B0 1C 77
TenSLX.dll->KERNEL32.dll:GetLogicalDriveStringsA		0x00000000771CD9C0->0x00000000099FD9C0		Iat		C0 D9 9F 09		C0 D9 1C 77
[*]TenSLX.dll->KERNEL32.dll:DisableThreadLibraryCalls		0x0000000077192570->0x00000000099C2570		Iat		70 25 9C 09		70 25 19 77
TenSLX.dll->KERNEL32.dll:VirtualQuery		0x0000000077190640->0x000000000F7E7505[f:\game\dnf\地下城与勇士\DNFBase.dll]		Iat		05 75 7E 0F		40 06 19 77
[*]TenSLX.dll->KERNEL32.dll:InterlockedCompareExchange		0x0000000077185E40->0x00000000099B5E40		Iat		40 5E 9B 09		40 5E 18 77
TenSLX.dll->KERNEL32.dll:ResumeThread		0x00000000771925D0->0x00000000099C25D0		Iat		D0 25 9C 09		D0 25 19 77
[*]TenSLX.dll->KERNEL32.dll:GetSystemTimeAsFileTime		0x000000007718FF20->0x00000000099BFF20		Iat		20 FF 9B 09		20 FF 18 77
TenSLX.dll->KERNEL32.dll:GetThreadContext		0x00000000771A4810->0x00000000099D4810		Iat		10 48 9D 09		10 48 1A 77
[*]TenSLX.dll->KERNEL32.dll:SetThreadContext		0x00000000771A5CF0->0x00000000099D5CF0		Iat		F0 5C 9D 09		F0 5C 1A 77
TenSLX.dll->KERNEL32.dll:SuspendThread		0x00000000771A5E60->0x00000000099D5E60		Iat		60 5E 9D 09		60 5E 1A 77
[*]TenSLX.dll->KERNEL32.dll:SetLastError		0x000000007718EFD0->0x00000000099BEFD0		Iat		D0 EF 9B 09		D0 EF 18 77
[*]TenSLX.dll->KERNEL32.dll:CreateSemaphoreA		0x00000000771871F0->0x00000000099B71F0		Iat		F0 71 9B 09		F0 71 18 77
TenSLX.dll->KERNEL32.dll:ReleaseSemaphore		0x0000000077193AD0->0x00000000099C3AD0		Iat		D0 3A 9C 09		D0 3A 19 77
TenSLX.dll->KERNEL32.dll:DeviceIoControl		0x000000007718FF80->0x00000000099BFF80		Iat		80 FF 9B 09		80 FF 18 77
[*]TenSLX.dll->KERNEL32.dll:CreateFileW		0x0000000077193BB0->0x00000000099C3BB0		Iat		B0 3B 9C 09		B0 3B 19 77
TenSLX.dll->KERNEL32.dll:InterlockedExchange		0x0000000077183D10->0x00000000099B3D10		Iat		10 3D 9B 09		10 3D 18 77
[*]TenSLX.dll->KERNEL32.dll:QueryPerformanceCounter		0x0000000077190000->0x00000000099C0000		Iat		00 00 9C 09		00 00 19 77
TenSLX.dll->KERNEL32.dll:GetEnvironmentStringsW		0x0000000077192980->0x00000000099C2980		Iat		80 29 9C 09		80 29 19 77
[*]TenSLX.dll->KERNEL32.dll:FreeEnvironmentStringsW		0x00000000771926D0->0x00000000099C26D0		Iat		D0 26 9C 09		D0 26 19 77
TenSLX.dll->KERNEL32.dll:GetEnvironmentStrings		0x00000000771A4480->0x00000000099D4480		Iat		80 44 9D 09		80 44 1A 77
[*]TenSLX.dll->KERNEL32.dll:FreeEnvironmentStringsA		0x00000000771A4200->0x00000000099D4200		Iat		00 42 9D 09		00 42 1A 77
TenSLX.dll->KERNEL32.dll:GetStringTypeA		0x000000007718A340->0x00000000099BA340		Iat		40 A3 9B 09		40 A3 18 77
[*]TenSLX.dll->KERNEL32.dll:FlushFileBuffers		0x0000000077193D10->0x00000000099C3D10		Iat		10 3D 9C 09		10 3D 19 77
TenSLX.dll->KERNEL32.dll:GetConsoleMode		0x0000000077194330->0x00000000099C4330		Iat		30 43 9C 09		30 43 19 77
[*]TenSLX.dll->KERNEL32.dll:GetConsoleCP		0x0000000077194320->0x00000000099C4320		Iat		20 43 9C 09		20 43 19 77
TenSLX.dll->KERNEL32.dll:GetStdHandle		0x0000000077192390->0x00000000099C2390		Iat		90 23 9C 09		90 23 19 77
[*]TenSLX.dll->KERNEL32.dll:TlsGetValue		0x000000007718EF40->0x00000000099BEF40		Iat		40 EF 9B 09		40 EF 18 77
TenSLX.dll->KERNEL32.dll:WriteFile		0x0000000077194020->0x00000000099C4020		Iat		20 40 9C 09		20 40 19 77
[*]TenSLX.dll->KERNEL32.dll:FlushInstructionCache		0x0000000077191710->0x00000000099C1710		Iat		10 17 9C 09		10 17 19 77
TenSLX.dll->KERNEL32.dll:GetStartupInfoA		0x0000000077191770->0x00000000099C1770		Iat		70 17 9C 09		70 17 19 77
[*]TenSLX.dll->KERNEL32.dll:GetFileType		0x0000000077193E00->0x00000000099C3E00		Iat		00 3E 9C 09		00 3E 19 77
TenSLX.dll->KERNEL32.dll:SetHandleCount		0x0000000077192AD0->0x00000000099C2AD0		Iat		D0 2A 9C 09		D0 2A 19 77
[*]TenSLX.dll->KERNEL32.dll:FatalAppExitA		0x00000000771A41A0->0x00000000099D41A0		Iat		A0 41 9D 09		A0 41 1A 77
TenSLX.dll->KERNEL32.dll:HeapDestroy		0x00000000771922A0->0x00000000099C22A0		Iat		A0 22 9C 09		A0 22 19 77
[*]TenSLX.dll->KERNEL32.dll:HeapCreate		0x0000000077191FD0->0x00000000099C1FD0		Iat		D0 1F 9C 09		D0 1F 19 77
TenSLX.dll->KERNEL32.dll:ExitProcess		0x0000000077194F20->0x00000000099C4F20		Iat		20 4F 9C 09		20 4F 19 77
TenSLX.dll->KERNEL32.dll:IsValidCodePage		0x0000000077192370->0x00000000099C2370		Iat		70 23 9C 09		70 23 19 77
[*]TenSLX.dll->KERNEL32.dll:GetOEMCP		0x0000000077192BE0->0x00000000099C2BE0		Iat		E0 2B 9C 09		E0 2B 19 77
TenSLX.dll->KERNEL32.dll:GetACP		0x0000000077190A80->0x00000000099C0A80		Iat		80 0A 9C 09		80 0A 19 77
[*]TenSLX.dll->KERNEL32.dll:TlsFree		0x0000000077191AC0->0x00000000099C1AC0		Iat		C0 1A 9C 09		C0 1A 19 77
TenSLX.dll->KERNEL32.dll:TlsSetValue		0x000000007718EF90->0x00000000099BEF90		Iat		90 EF 9B 09		90 EF 18 77
[*]TenSLX.dll->KERNEL32.dll:InterlockedDecrement		0x000000007718FBE0->0x00000000099BFBE0		Iat		E0 FB 9B 09		E0 FB 18 77
TenSLX.dll->KERNEL32.dll:RtlUnwind		0x0000000077190C40->0x00000000099C0C40		Iat		40 0C 9C 09		40 0C 19 77
[*]TenSLX.dll->KERNEL32.dll:TerminateProcess		0x000000007718A380->0x00000000099BA380		Iat		80 A3 9B 09		80 A3 18 77
TenSLX.dll->KERNEL32.dll:UnhandledExceptionFilter		0x00000000771A5EF0->0x00000000099D5EF0		Iat		F0 5E 9D 09		F0 5E 1A 77
[*]TenSLX.dll->KERNEL32.dll:SetUnhandledExceptionFilter		0x00000000771923B0->0x00000000099C23B0		Iat		B0 23 9C 09		B0 23 19 77
TenSLX.dll->KERNEL32.dll:IsDebuggerPresent		0x0000000077192B80->0x00000000099C2B80		Iat		80 2B 9C 09		80 2B 19 77
[*]TenSLX.dll->KERNEL32.dll:RaiseException		0x0000000077190C30->0x00000000099C0C30		Iat		30 0C 9C 09		30 0C 19 77
TenSLX.dll->KERNEL32.dll:HeapFree		0x000000007718EF70->0x00000000099BEF70		Iat		70 EF 9B 09		70 EF 18 77
[*]TenSLX.dll->KERNEL32.dll:GetCPInfo		0x0000000077192210->0x00000000099C2210		Iat		10 22 9C 09		10 22 19 77
TenSLX.dll->KERNEL32.dll:GetCommandLineA		0x0000000077192970->0x00000000099C2970		Iat		70 29 9C 09		70 29 19 77
TenSLX.dll->KERNEL32.dll:TlsAlloc		0x0000000077191DC0->0x00000000099C1DC0		Iat		C0 1D 9C 09		C0 1D 19 77
TenSLX.dll->USER32.dll:GetWindowThreadProcessId		0x0000000076FAFFC0->0x0000000009EBFFC0		Iat		C0 FF EB 09		C0 FF FA 76
[*]TenSLX.dll->USER32.dll:GetWindow		0x0000000076FB1620->0x0000000009EC1620		Iat		20 16 EC 09		20 16 FB 76
TenSLX.dll->USER32.dll:GetDesktopWindow		0x0000000076FAA100->0x0000000009EBA100		Iat		00 A1 EB 09		00 A1 FA 76
[*]TenSLX.dll->USER32.dll:GetWindowLongA		0x0000000076FA5A10->0x0000000009EB5A10		Iat		10 5A EB 09		10 5A FA 76
TenSLX.dll->USER32.dll:GetWindowTextA		0x0000000076F995E0->0x0000000009EA95E0		Iat		E0 95 EA 09		E0 95 F9 76
TenSLX.dll->USER32.dll:GetClassNameA		0x0000000076F97A60->0x0000000009EA7A60		Iat		60 7A EA 09		60 7A F9 76
[*]TenSLX.dll->USER32.dll:EnumThreadWindows		0x0000000076FB1BA0->0x0000000009EC1BA0		Iat		A0 1B EC 09		A0 1B FB 76
TenSLX.dll->ADVAPI32.dll:RegQueryValueExA		0x0000000075DBD3E0->0x0000000009CFD3E0		Iat		E0 D3 CF 09		E0 D3 DB 75
[*]TenSLX.dll->ADVAPI32.dll:RegCloseKey		0x0000000075DBD1D0->0x0000000009CFD1D0		Iat		D0 D1 CF 09		D0 D1 DB 75
TenSLX.dll->ADVAPI32.dll:RegOpenKeyExA		0x0000000075DBD420->0x0000000009CFD420		Iat		20 D4 CF 09		20 D4 DB 75
TenSLX.dll->WS2_32.dll:[Ordinal:14]		0x0000000077114AC0->0x0000000009D64AC0		Iat		C0 4A D6 09		C0 4A 11 77
[*]TenSLX.dll->WS2_32.dll:[Ordinal:3]		0x000000007711EAC0->0x0000000009D6EAC0		Iat		C0 EA D6 09		C0 EA 11 77
TenSLX.dll->WS2_32.dll:[Ordinal:23]		0x000000007711BFA0->0x0000000009D6BFA0		Iat		A0 BF D6 09		A0 BF 11 77
[*]TenSLX.dll->WS2_32.dll:[Ordinal:20]		0x0000000077115550->0x0000000009D65550		Iat		50 55 D6 09		50 55 11 77
TenSLX.dll->WS2_32.dll:[Ordinal:9]		0x00000000771269F0->0x0000000009D769F0		Iat		F0 69 D7 09		F0 69 12 77
[*]TenSLX.dll->WS2_32.dll:[Ordinal:11]		0x0000000077126900->0x0000000009D76900		Iat		00 69 D7 09		00 69 12 77
TenSLX.dll->WS2_32.dll:[Ordinal:115]		0x00000000771219A0->0x0000000009D719A0		Iat		A0 19 D7 09		A0 19 12 77
[*]TenSLX.dll->WS2_32.dll:[Ordinal:8]		0x0000000077114AC0->0x0000000009D64AC0		Iat		C0 4A D6 09		C0 4A 11 77
TenSLX.dll->WS2_32.dll:[Ordinal:15]		0x00000000771269F0->0x0000000009D769F0		Iat		F0 69 D7 09		F0 69 12 77
[*]TenSLX.dll->WS2_32.dll:[Ordinal:52]		0x000000007713DE30->0x0000000009D8DE30		Iat		30 DE D8 09		30 DE 13 77
TenSLX.dll->WS2_32.dll:[Ordinal:12]		0x0000000077126E00->0x0000000009D76E00		Iat		00 6E D7 09		00 6E 12 77
[*]tcj.dll->WS2_32.dll:[Ordinal:8]		0x0000000077114AC0->0x0000000009D64AC0		Iat		C0 4A D6 09		C0 4A 11 77
tcj.dll->WS2_32.dll:[Ordinal:9]		0x00000000771269F0->0x0000000009D769F0		Iat		F0 69 D7 09		F0 69 12 77
[*]tcj.dll->WS2_32.dll:[Ordinal:20]		0x0000000077115550->0x0000000009D65550		Iat		50 55 D6 09		50 55 11 77
tcj.dll->WS2_32.dll:GetAddrInfoW		0x0000000077117B50->0x0000000009D67B50		Iat		50 7B D6 09		50 7B 11 77
[*]tcj.dll->WS2_32.dll:[Ordinal:116]		0x0000000077125190->0x0000000009D75190		Iat		90 51 D7 09		90 51 12 77
tcj.dll->WS2_32.dll:[Ordinal:111]		0x00000000771270C0->0x0000000009D770C0		Iat		C0 70 D7 09		C0 70 12 77
[*]tcj.dll->WS2_32.dll:[Ordinal:115]		0x00000000771219A0->0x0000000009D719A0		Iat		A0 19 D7 09		A0 19 12 77
tcj.dll->WS2_32.dll:[Ordinal:12]		0x0000000077126E00->0x0000000009D76E00		Iat		00 6E D7 09		00 6E 12 77
[*]tcj.dll->WS2_32.dll:[Ordinal:23]		0x000000007711BFA0->0x0000000009D6BFA0		Iat		A0 BF D6 09		A0 BF 11 77
tcj.dll->WS2_32.dll:[Ordinal:3]		0x000000007711EAC0->0x0000000009D6EAC0		Iat		C0 EA D6 09		C0 EA 11 77
[*]tcj.dll->WS2_32.dll:[Ordinal:52]		0x000000007713DE30->0x0000000009D8DE30		Iat		30 DE D8 09		30 DE 13 77
tcj.dll->WS2_32.dll:[Ordinal:11]		0x0000000077126900->0x0000000009D76900		Iat		00 69 D7 09		00 69 12 77
[*]tcj.dll->WS2_32.dll:[Ordinal:14]		0x0000000077114AC0->0x0000000009D64AC0		Iat		C0 4A D6 09		C0 4A 11 77
tcj.dll->KERNEL32.dll:GetACP		0x0000000077190A80->0x00000000099C0A80		Iat		80 0A 9C 09		80 0A 19 77
[*]tcj.dll->KERNEL32.dll:GetOEMCP		0x0000000077192BE0->0x00000000099C2BE0		Iat		E0 2B 9C 09		E0 2B 19 77
tcj.dll->KERNEL32.dll:HeapDestroy		0x00000000771922A0->0x00000000099C22A0		Iat		A0 22 9C 09		A0 22 19 77
[*]tcj.dll->KERNEL32.dll:IsValidCodePage		0x0000000077192370->0x00000000099C2370		Iat		70 23 9C 09		70 23 19 77
tcj.dll->KERNEL32.dll:HeapCreate		0x0000000077191FD0->0x00000000099C1FD0		Iat		D0 1F 9C 09		D0 1F 19 77
[*]tcj.dll->KERNEL32.dll:GetEnvironmentStringsW		0x0000000077192980->0x00000000099C2980		Iat		80 29 9C 09		80 29 19 77
tcj.dll->KERNEL32.dll:FreeEnvironmentStringsW		0x00000000771926D0->0x00000000099C26D0		Iat		D0 26 9C 09		D0 26 19 77
tcj.dll->KERNEL32.dll:GetEnvironmentStrings		0x00000000771A4480->0x00000000099D4480		Iat		80 44 9D 09		80 44 1A 77
[*]tcj.dll->KERNEL32.dll:FreeEnvironmentStringsA		0x00000000771A4200->0x00000000099D4200		Iat		00 42 9D 09		00 42 1A 77
tcj.dll->KERNEL32.dll:GetModuleFileNameA		0x0000000077191950->0x00000000099C1950		Iat		50 19 9C 09		50 19 19 77
[*]tcj.dll->KERNEL32.dll:GetConsoleCP		0x0000000077194320->0x00000000099C4320		Iat		20 43 9C 09		20 43 19 77
tcj.dll->KERNEL32.dll:FlushFileBuffers		0x0000000077193D10->0x00000000099C3D10		Iat		10 3D 9C 09		10 3D 19 77
[*]tcj.dll->KERNEL32.dll:GetStringTypeA		0x000000007718A340->0x00000000099BA340		Iat		40 A3 9B 09		40 A3 18 77
tcj.dll->KERNEL32.dll:InitializeCriticalSectionAndSpinCount		0x0000000077193A50->0x00000000099C3A50		Iat		50 3A 9C 09		50 3A 19 77
[*]tcj.dll->KERNEL32.dll:GetTimeZoneInformation		0x00000000771928A0->0x00000000099C28A0		Iat		A0 28 9C 09		A0 28 19 77
tcj.dll->KERNEL32.dll:GetStartupInfoA		0x0000000077191770->0x00000000099C1770		Iat		70 17 9C 09		70 17 19 77
[*]tcj.dll->KERNEL32.dll:SetStdHandle		0x00000000771A5C90->0x00000000099D5C90		Iat		90 5C 9D 09		90 5C 1A 77
tcj.dll->KERNEL32.dll:GetUserDefaultLCID		0x000000007718F0E0->0x00000000099BF0E0		Iat		E0 F0 9B 09		E0 F0 18 77
[*]tcj.dll->KERNEL32.dll:GetLocaleInfoA		0x0000000077188740->0x00000000099B8740		Iat		40 87 9B 09		40 87 18 77
tcj.dll->KERNEL32.dll:SetHandleCount		0x0000000077192AD0->0x00000000099C2AD0		Iat		D0 2A 9C 09		D0 2A 19 77
[*]tcj.dll->KERNEL32.dll:lstrlenA		0x0000000077190D10->0x00000000099C0D10		Iat		10 0D 9C 09		10 0D 19 77
tcj.dll->KERNEL32.dll:GetProcessHeap		0x0000000077190590->0x00000000099C0590		Iat		90 05 9C 09		90 05 19 77
[*]tcj.dll->KERNEL32.dll:EnumSystemLocalesA		0x00000000771A4160->0x00000000099D4160		Iat		60 41 9D 09		60 41 1A 77
tcj.dll->KERNEL32.dll:IsValidLocale		0x0000000077192540->0x00000000099C2540		Iat		40 25 9C 09		40 25 19 77
[*]tcj.dll->KERNEL32.dll:GetLocaleInfoW		0x0000000077190D30->0x00000000099C0D30		Iat		30 0D 9C 09		30 0D 19 77
tcj.dll->KERNEL32.dll:WriteConsoleA		0x00000000771943F0->0x00000000099C43F0		Iat		F0 43 9C 09		F0 43 19 77
[*]tcj.dll->KERNEL32.dll:GetConsoleOutputCP		0x0000000077194340->0x00000000099C4340		Iat		40 43 9C 09		40 43 19 77
tcj.dll->KERNEL32.dll:WriteConsoleW		0x0000000077194400->0x00000000099C4400		Iat		00 44 9C 09		00 44 19 77
[*]tcj.dll->KERNEL32.dll:LoadResource		0x000000007718F360->0x00000000099BF360		Iat		60 F3 9B 09		60 F3 18 77
tcj.dll->KERNEL32.dll:TlsFree		0x0000000077191AC0->0x00000000099C1AC0		Iat		C0 1A 9C 09		C0 1A 19 77
[*]tcj.dll->KERNEL32.dll:TlsSetValue		0x000000007718EF90->0x00000000099BEF90		Iat		90 EF 9B 09		90 EF 18 77
tcj.dll->KERNEL32.dll:TlsAlloc		0x0000000077191DC0->0x00000000099C1DC0		Iat		C0 1D 9C 09		C0 1D 19 77
[*]tcj.dll->KERNEL32.dll:TlsGetValue		0x000000007718EF40->0x00000000099BEF40		Iat		40 EF 9B 09		40 EF 18 77
tcj.dll->KERNEL32.dll:CompareStringW		0x000000007718EFE0->0x00000000099BEFE0		Iat		E0 EF 9B 09		E0 EF 18 77
[*]tcj.dll->KERNEL32.dll:CompareStringA		0x00000000771882D0->0x00000000099B82D0		Iat		D0 82 9B 09		D0 82 18 77
tcj.dll->KERNEL32.dll:GetStringTypeW		0x0000000077191750->0x00000000099C1750		Iat		50 17 9C 09		50 17 19 77
[*]tcj.dll->KERNEL32.dll:LCMapStringW		0x0000000077191A10->0x00000000099C1A10		Iat		10 1A 9C 09		10 1A 19 77
tcj.dll->KERNEL32.dll:LCMapStringA		0x000000007718A320->0x00000000099BA320		Iat		20 A3 9B 09		20 A3 18 77
[*]tcj.dll->KERNEL32.dll:RtlUnwind		0x0000000077190C40->0x00000000099C0C40		Iat		40 0C 9C 09		40 0C 19 77
tcj.dll->KERNEL32.dll:RaiseException		0x0000000077190C30->0x00000000099C0C30		Iat		30 0C 9C 09		30 0C 19 77
[*]tcj.dll->KERNEL32.dll:FindFirstFileW		0x0000000077193C90->0x00000000099C3C90		Iat		90 3C 9C 09		90 3C 19 77
tcj.dll->KERNEL32.dll:GetLogicalDriveStringsW		0x0000000077193E50->0x00000000099C3E50		Iat		50 3E 9C 09		50 3E 19 77
[*]tcj.dll->KERNEL32.dll:GetLogicalDrives		0x0000000077189140->0x00000000099B9140		Iat		40 91 9B 09		40 91 18 77
tcj.dll->KERNEL32.dll:GetModuleFileNameW		0x0000000077191D80->0x00000000099C1D80		Iat		80 1D 9C 09		80 1D 19 77
[*]tcj.dll->KERNEL32.dll:CreateFileW		0x0000000077193BB0->0x00000000099C3BB0		Iat		B0 3B 9C 09		B0 3B 19 77
tcj.dll->KERNEL32.dll:QueryDosDeviceW		0x0000000077193F20->0x00000000099C3F20		Iat		20 3F 9C 09		20 3F 19 77
[*]tcj.dll->KERNEL32.dll:GetWindowsDirectoryW		0x000000007718A3C0->0x00000000099BA3C0		Iat		C0 A3 9B 09		C0 A3 18 77
tcj.dll->KERNEL32.dll:ExpandEnvironmentStringsW		0x0000000077187E50->0x00000000099B7E50		Iat		50 7E 9B 09		50 7E 18 77
[*]tcj.dll->KERNEL32.dll:WideCharToMultiByte		0x000000007718F000->0x00000000099BF000		Iat		00 F0 9B 09		00 F0 18 77
tcj.dll->KERNEL32.dll:MultiByteToWideChar		0x000000007718EFB0->0x00000000099BEFB0		Iat		B0 EF 9B 09		B0 EF 18 77
[*]tcj.dll->KERNEL32.dll:GetProcAddress		0x00000000771905A0->0x00000000099C05A0		Iat		A0 05 9C 09		A0 05 19 77
tcj.dll->KERNEL32.dll:GetModuleHandleA		0x00000000771916D0->0x00000000099C16D0		Iat		D0 16 9C 09		D0 16 19 77
[*]tcj.dll->KERNEL32.dll:InterlockedCompareExchange		0x0000000077185E40->0x00000000099B5E40		Iat		40 5E 9B 09		40 5E 18 77
tcj.dll->KERNEL32.dll:GetModuleHandleW		0x0000000077191990->0x00000000099C1990		Iat		90 19 9C 09		90 19 19 77
tcj.dll->KERNEL32.dll:Sleep		0x0000000077191AB0->0x00000000099C1AB0		Iat		B0 1A 9C 09		B0 1A 19 77
tcj.dll->KERNEL32.dll:InterlockedExchange		0x0000000077183D10->0x00000000099B3D10		Iat		10 3D 9B 09		10 3D 18 77
[*]tcj.dll->KERNEL32.dll:GetLastError		0x000000007718F020->0x00000000099BF020		Iat		20 F0 9B 09		20 F0 18 77
[*]tcj.dll->KERNEL32.dll:LoadLibraryA		0x0000000077192280->0x00000000099C2280		Iat		80 22 9C 09		80 22 19 77
[*]tcj.dll->KERNEL32.dll:GetCurrentProcessId		0x0000000077193900->0x00000000099C3900		Iat		00 39 9C 09		00 39 19 77
tcj.dll->KERNEL32.dll:GetCurrentProcess		0x00000000771938F0->0x00000000099C38F0		Iat		F0 38 9C 09		F0 38 19 77
[*]tcj.dll->KERNEL32.dll:FindClose		0x0000000077193C10->0x00000000099C3C10		Iat		10 3C 9C 09		10 3C 19 77
tcj.dll->KERNEL32.dll:CloseHandle		0x0000000077193950->0x00000000099C3950		Iat		50 39 9C 09		50 39 19 77
